image_id,is_back_color_black,is_back_pattern_solid,is_belly_color_white,is_belly_pattern_solid,is_bill_color_black,is_bill_length_shorter_than_head,is_bill_shape_all-purpose,is_breast_color_white,is_breast_pattern_solid,is_crown_color_black,is_eye_color_black,is_forehead_color_black,is_head_pattern_plain,is_leg_color_grey,is_nape_color_black,is_primary_color_black,is_shape_perching-like,is_size_small_(5_-_9_in),is_tail_pattern_solid,is_tail_shape_notched_tail,is_throat_color_white,is_under_tail_color_black,is_underparts_color_white,is_upper_tail_color_black,is_upperparts_color_black,is_wing_color_black,is_wing_pattern_multi-colored,is_wing_shape_rounded-wings,is_back_color_black_certainty,is_back_pattern_solid_certainty,is_belly_color_white_certainty,is_belly_pattern_solid_certainty,is_bill_color_black_certainty,is_bill_length_shorter_than_head_certainty,is_bill_shape_all-purpose_certainty,is_breast_color_white_certainty,is_breast_pattern_solid_certainty,is_crown_color_black_certainty,is_eye_color_black_certainty,is_forehead_color_black_certainty,is_head_pattern_plain_certainty,is_leg_color_grey_certainty,is_nape_color_black_certainty,is_primary_color_black_certainty,is_shape_perching-like_certainty,is_size_small_(5_-_9_in)_certainty,is_tail_pattern_solid_certainty,is_tail_shape_notched_tail_certainty,is_throat_color_white_certainty,is_under_tail_color_black_certainty,is_underparts_color_white_certainty,is_upper_tail_color_black_certainty,is_upperparts_color_black_certainty,is_wing_color_black_certainty,is_wing_pattern_multi-colored_certainty,is_wing_shape_rounded-wings_certainty,is_bill_shape_all-purpose_soft,is_wing_color_black_soft,is_upperparts_color_black_soft,is_underparts_color_white_soft,is_breast_pattern_solid_soft,is_back_color_black_soft,is_tail_shape_notched_tail_soft,is_upper_tail_color_black_soft,is_head_pattern_plain_soft,is_breast_color_white_soft,is_throat_color_white_soft,is_eye_color_black_soft,is_bill_length_shorter_than_head_soft,is_forehead_color_black_soft,is_under_tail_color_black_soft,is_nape_color_black_soft,is_belly_color_white_soft,is_wing_shape_rounded-wings_soft,is_size_small_(5_-_9_in)_soft,is_shape_perching-like_soft,is_back_pattern_solid_soft,is_tail_pattern_solid_soft,is_belly_pattern_solid_soft,is_primary_color_black_soft,is_leg_color_grey_soft,is_bill_color_black_soft,is_crown_color_black_soft,is_wing_pattern_multi-colored_soft,is_Warbler,image_file,train_val_test,is_Warbler_score
10081,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,4,4,2,2,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,1.0,0.1,0.1,0.9,0.9,0.0,0.9,0.1,0.0,0.9,0.9,0.0,1.0,0.0,0.1,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.75,0.1,0.0,0.0,0.1,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0029_167044.jpg,test,0.2181027
10082,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,1,2,3,4,3,1.0,0.1,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.1,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0086_167045.jpg,test,0.87131476
10083,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0129_167053.jpg,train,0.5354687
10084,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3,4,3,3,4,3,4,3,4,3,3,4,3,4,4,3,2,3,3,2,3,1,2,1,1,1,1.0,0.5,0.25,0.1,1.0,0.5,0.1,0.5,0.9,0.1,0.1,1.0,0.9,0.1,0.75,0.1,0.1,0.5,0.1,1.0,0.5,0.25,1.0,0.0,0.0,0.1,0.1,0.5,1,172.Nashville_Warbler/Nashville_Warbler_0041_167534.jpg,test,0.2845638
10085,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0048_167071.jpg,train,0.95069665
10086,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,3,3,1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.1,0.1,0.9,0.9,0.1,0.5,0.1,0.1,0.5,0.1,0.9,0.1,0.75,0.9,0.1,0.1,0.1,0.1,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0121_167078.jpg,train,0.52307415
10087,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.9,0.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0104_167096.jpg,train,0.769176
10088,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,1,3,4,1,4,1,1,1,1,3,1.0,0.5,0.5,0.0,0.0,0.5,0.9,0.5,0.9,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.1,0.9,0.9,0.5,0.5,1.0,0.1,1.0,0.0,0.0,0.5,1,172.Nashville_Warbler/Nashville_Warbler_0130_167101.jpg,test,0.5755716
10089,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0005_167103.jpg,test,0.7177988
10090,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,3,4,4,1,4,4,4,4,0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.1,0.9,1.0,0.1,0.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0001_167117.jpg,test,0.3080146
10091,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,0.1,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0056_167123.jpg,test,0.59325486
10092,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,4,1,1,4,4,4,1,1,4,4,4,4,2,4,4,4,4,4,4,4,4,1,1,4,4,4,2,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.75,1.0,1.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0004_167146.jpg,test,0.54466635
10093,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,3,1,3,1,3,3,3,1,0.9,0.9,0.9,0.1,0.9,0.5,0.5,0.5,0.1,0.1,0.1,0.9,0.1,0.1,0.5,0.1,0.1,0.5,0.0,0.9,0.5,0.5,0.9,0.1,0.1,0.9,0.1,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0120_167149.jpg,test,0.9530178
10094,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,3,4,3,4,4,4,3,3,3,4,3,4,3,3,4,3,3,4,1,3,3,3,3,3,3,3,3,1.0,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.0,0.1,0.1,1.0,1.0,0.1,0.1,0.1,0.0,0.9,0.9,0.9,0.1,0.0,0.9,0.0,0.1,1.0,0.9,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0107_167186.jpg,test,0.3672467
10095,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0014_167190.jpg,test,0.8714639
10096,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,3,3,3,1,0.0,0.1,0.1,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.1,0.5,1.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0018_167191.jpg,test,0.40095955
10097,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,1,1,1,1,1,0.9,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1,172.Nashville_Warbler/Nashville_Warbler_0102_167195.jpg,train,0.58382916
10098,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0020_167198.jpg,test,0.89093155
10099,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,4,4,4,3,3,4,4,4,4,1,3,4,3,4,1,1,4,1,4,1,1,4,4,1,1.0,0.0,0.5,0.0,0.9,0.1,0.5,0.5,0.0,0.1,0.0,1.0,1.0,0.0,0.5,0.1,0.1,0.5,0.0,0.1,0.1,0.5,0.9,0.0,0.5,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0079_167213.jpg,train,0.901719
10100,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,1,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.5,0.0,0.1,0.5,1.0,1.0,0.0,0.0,0.9,0.0,1.0,1.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0027_167224.jpg,test,0.96147776
10101,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.9,0.1,0.1,0.1,0.9,0.1,0.9,0.1,0.1,0.1,0.1,0.9,0.9,0.1,0.1,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0100_167226.jpg,train,0.84532636
10102,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0081_167234.jpg,train,0.62553924
10103,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4,4,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,1,172.Nashville_Warbler/Nashville_Warbler_0023_167242.jpg,train,0.48369694
10104,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,1,4,3,3,3,1.0,0.1,0.0,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,1.0,0.1,1.0,0.1,0.0,0.1,0.0,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0051_167250.jpg,train,0.8307892
10105,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,0.9,0.1,0.1,0.0,0.9,0.1,0.9,0.1,0.1,0.0,0.1,1.0,1.0,0.1,0.1,0.1,0.1,0.9,0.9,0.9,0.1,0.1,1.0,0.1,0.9,0.1,0.1,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0054_167258.jpg,test,0.40354604
10106,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0108_167259.jpg,train,0.5820418
10107,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,3,4,4,4,1,0.9,0.0,0.0,0.0,1.0,0.0,0.75,0.1,1.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.9,0.1,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0068_167266.jpg,train,0.9606864
10108,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,3,2,3,1,3,3,3,2,0.9,0.1,0.1,0.1,0.9,0.5,0.9,0.5,0.1,0.1,0.1,0.9,0.9,0.0,0.25,0.1,0.1,0.75,1.0,0.9,0.5,0.9,0.9,0.1,0.0,0.1,0.0,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0110_167268.jpg,val,0.7701228
10109,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,4,4,1,1,4,1,1,1.0,0.0,0.5,0.0,1.0,0.5,0.9,0.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1,172.Nashville_Warbler/Nashville_Warbler_0126_167274.jpg,test,0.5336907
10110,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,3,3,3,3,2,2,3,3,3,1,3,1,2,3,2,3,3,3,2,3,2,1,3,1,3,2,2,1,0.1,0.25,0.1,0.1,0.9,0.1,0.1,0.5,0.25,0.1,0.25,0.9,0.75,0.5,0.5,0.25,0.1,0.5,0.9,0.9,0.9,0.75,0.9,0.1,0.1,0.25,0.5,0.75,1,172.Nashville_Warbler/Nashville_Warbler_0037_167280.jpg,test,0.87053317
10111,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0035_167283.jpg,train,0.54930574
10112,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,4,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.1,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0124_167285.jpg,test,0.89650154
10113,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,2,3,4,4,3,3,3,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,1.0,0.1,0.1,0.1,0.9,0.1,0.75,0.25,0.1,0.1,0.1,0.75,0.0,0.1,0.25,0.1,0.1,0.25,0.9,0.1,0.9,0.9,0.25,0.1,0.75,0.1,0.1,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0098_167293.jpg,train,0.6713116
10114,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,1,4,4,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0028_167065.jpg,train,0.72494304
10115,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0123_167324.jpg,test,0.85933346
10116,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,1,4,3,4,4,3,3,0.9,0.0,0.0,0.0,1.0,0.1,0.9,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.9,0.9,1.0,0.1,0.1,1.0,0.0,1.0,0.0,0.0,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0013_167326.jpg,test,0.958361
10117,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,1,1,4,1,4,1,4,4,4,3,0.1,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.9,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.1,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0055_167331.jpg,train,0.705981
10118,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.1,0.1,0.75,0.75,0.1,0.5,0.1,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.25,1,172.Nashville_Warbler/Nashville_Warbler_0042_167346.jpg,test,0.7508589
10119,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,4,4,4,4,4,4,4,4,2,2,4,4,3,1,2,3,1,2,1,3,3,2,2,1.0,0.1,0.1,0.25,1.0,0.25,0.25,0.5,0.0,0.0,0.1,1.0,1.0,0.0,0.5,0.25,0.1,0.75,0.1,1.0,0.75,0.5,0.75,0.0,0.25,0.1,0.0,0.25,1,172.Nashville_Warbler/Nashville_Warbler_0060_167347.jpg,train,0.5166746
10120,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0118_167350.jpg,val,0.91335434
10121,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,1,0.9,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0061_167355.jpg,test,0.8420215
10122,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0044_167357.jpg,test,0.7638755
10123,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0032_167385.jpg,train,0.90067047
10124,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,1,172.Nashville_Warbler/Nashville_Warbler_0076_167389.jpg,train,0.78472507
10125,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0.9,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.75,0.9,0.9,0.1,0.1,0.9,0.1,0.1,0.1,0.1,0.1,1,172.Nashville_Warbler/Nashville_Warbler_0053_167403.jpg,train,0.8879724
10126,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0.1,0.9,0.1,0.1,0.9,0.1,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.1,0.1,0.1,0.1,0.75,0.9,0.9,0.1,0.1,0.9,0.1,0.5,0.1,0.1,0.9,1,172.Nashville_Warbler/Nashville_Warbler_0064_167411.jpg,val,0.6726003
10127,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,172.Nashville_Warbler/Nashville_Warbler_0075_167419.jpg,test,0.8916845
